Family,Species_number,Species_name,English_name,Clutch_size,Egg_mass,Mating_System,mass,wing,tarsus,bill,tail,Gender
136,7180,Andropadus gracilis,Grey Greenbul,NA,NA,NA,22.4,72.1,17.3,14.5,NA,Female
136,7181,Andropadus ansorgei,Ansorge's Greenbul,NA,NA,NA,18.2,70,16.3,14.6,NA,Female
136,7182,Andropadus curvirostris,Plain Greenbul,NA,NA,NA,25,73.3,19,15.3,NA,Female
136,7183,Andropadus gracilirostris,Slender-billed Greenbul,NA,NA,NA,31.8,85.1,20.8,18.4,NA,Female
136,7184,Andropadus importunus,Sombre Greenbul,NA,NA,NA,25.5,82.8,20.6,16.1,NA,Female
136,7185,Andropadus latirostris,Yellow-whiskered Greenbul,NA,NA,NA,25.1,80.3,20.7,15.2,NA,Female
136,7186,Andropadus tephrolaemus,Grey-throated Greenbul,NA,NA,NA,30.3,85.8,23,16.8,NA,Female
136,7190,Andropadus milanjensis,Stripe-cheeked Greenbul,NA,NA,NA,39.8,92.7,22.4,19.4,NA,Female
136,7191,Calyptocichla serina,Golden Greenbul,NA,NA,NA,37.7,87.8,19.6,20.2,NA,Female
136,7192,Baeopogon indicator,Honeyguide Greenbul,NA,NA,NA,43.9,93.9,19.7,17.9,NA,Female
136,7193,Baeopogon clamans,White-tailed Greenbul,NA,NA,NA,NA,94.4,19.7,17.4,NA,Female
136,7194,Ixonotus guttatus,Spotted Greenbul,NA,NA,NA,36,87.2,18.3,16.5,NA,Female
136,7195,Chlorocichla simplex,Simple Greenbul,NA,3.71,NA,45.1,95.5,24.1,20.3,NA,Female
136,7196,Chlorocichla flavicollis,Yellow-throated Greenbul,NA,4.18,NA,42.5,103,25.4,21.3,NA,Female
136,7197,Chlorocichla falkensteini,Yellow-necked Greenbul,NA,3.55,NA,30,86,20.5,17.9,NA,Female
136,7198,Chlorocichla flaviventris,Yellow-bellied Greenbul,NA,4.04,NA,39.7,96.6,24.2,20.1,NA,Female
136,7199,Chlorocichla laetissima,Joyful Greenbul,NA,NA,NA,50,103,23.1,21.5,NA,Female
136,7200,Chlorocichla prigoginei,Prigogine's Greenbul,NA,NA,NA,NA,88.3,21.5,17,NA,Female
136,7201,Thescelocichla leucopleura,Swamp Greenbul,NA,NA,NA,NA,106,24.8,23,NA,Female
136,7202,Phyllastrephus scandens,Leaf-love,NA,NA,NA,40.7,98.8,24.7,21.6,NA,Female
136,7203,Phyllastrephus cabanisi,Cabanis's Greenbul,NA,NA,NA,23.5,78.6,22.3,18.6,NA,Female
136,7204,Phyllastrephus fischeri,Fischer's Greenbul,NA,2.95,NA,26.4,79.7,21.8,20.3,NA,Female
136,7206,Phyllastrephus terrestris,Terrestrial Brownbul,NA,3.27,NA,28.5,78.5,22.9,21.1,NA,Female
136,7207,Phyllastrephus strepitans,Northern Brownbul,NA,NA,NA,20.8,75.6,21.7,18.4,NA,Female
136,7208,Phyllastrephus fulviventris,Pale-olive Greenbul,NA,NA,NA,30,81.3,22.4,20.8,NA,Female
136,7209,Phyllastrephus cerviniventris,Grey-olive Greenbul,NA,NA,NA,23.5,77.6,21.4,19.3,NA,Female
136,7210,Phyllastrephus baumanni,Baumann's Olive-Greenbul,NA,NA,NA,24.9,70.5,21.8,19,NA,Female
136,7211,Phyllastrephus poensis,Cameroon Olive-Greenbul,NA,NA,NA,24.3,75.5,22.1,19.9,NA,Female
136,7212,Phyllastrephus hypochloris,Toro Olive-Greenbul,NA,NA,NA,20.9,69.4,20.2,17.7,NA,Female
136,7213,Phyllastrephus lorenzi,Sassi's Greenbul,NA,NA,NA,19,70.4,NA,NA,NA,Female
136,7214,Phyllastrephus poliocephalus,Grey-headed Greenbul,NA,NA,NA,37.8,89.1,25.8,21.5,NA,Female
136,7215,Phyllastrephus flavostriatus,Yellow-streaked Greenbul,NA,3.2,NA,28.9,86.1,23.2,19.2,NA,Female
136,7217,Phyllastrephus debilis,Tiny Greenbul,NA,NA,NA,13.3,63.2,17.9,15.5,NA,Female
136,7218,Phyllastrephus albigularis,White-throated Greenbul,NA,2.35,NA,21.9,72.8,19.4,19,NA,Female
136,7219,Phyllastrephus icterinus,Icterine Greenbul,NA,2.2,NA,17.6,67.6,18.4,17.3,NA,Female
136,7221,Phyllastrephus xavieri,Xavier's Greenbul,NA,2.73,NA,19.5,73.8,18.6,18.4,NA,Female
136,7227,Bleda syndactyla,Common Bristlebill,NA,4.25,NA,47,98.8,25,22.5,NA,Female
136,7228,Bleda eximia,Green-tailed Bristlebill,NA,NA,NA,36,94.8,24.1,21,NA,Female
136,7229,Bleda canicapilla,Grey-headed Bristlebill,NA,NA,NA,37.9,95.5,25.1,20.5,NA,Female
136,7230,Nicator chloris,Yellow-spotted Nicator,1,3.55,NA,43.3,90.5,28.3,22.1,98.5,Female
136,7231,Nicator gularis,Eastern Nicator,2.5,3.7,NA,33.6,92.9,27.9,21.4,95.6,Female
136,7232,Nicator vireo,Yellow-throated Nicator,2,NA,NA,NA,72.1,22.1,17.6,75.4,Female
136,7233,Criniger barbatus,Bearded Bulbul,NA,NA,NA,40.8,96.3,22.4,20.3,NA,Female
136,7234,Criniger chloronotus,Green-backed Bulbul,NA,NA,NA,NA,101,23,22,NA,Female
136,7235,Criniger calurus,Red-tailed Bulbul,NA,2.92,NA,28.3,84.6,21.3,19.1,NA,Female
136,7236,Criniger olivaceus,Yellow-bearded Bulbul,NA,NA,NA,26.9,82.2,21.9,17.7,NA,Female
136,7237,Criniger ndussumensis,White-bearded Bulbul,NA,2.7,NA,NA,84.5,NA,NA,NA,Female
136,7269,Neolestes torquatus,Black-collared Bulbul,2,2.15,NA,23.2,72.7,21,14.5,61.6,Female
137,7271,Hypocolius ampelinus,Grey Hypocolius,4.12,NA,NA,51.3,101.3,24.3,19.7,103.7,Female
138,7272,Cisticola erythrops,Red-faced Cisticola,3,1.47,NA,12.9,53.2,21.7,16.3,50.9,Female
138,7274,Cisticola cantans,Singing Cisticola,2.5,1.4,NA,NA,49.6,20.4,15.6,43.2,Female
138,7275,Cisticola lateralis,Whistling Cisticola,2.5,1.51,NA,12.4,53.7,20.8,14.9,44.2,Female
138,7276,Cisticola anonymus,Chattering Cisticola,2.8,1.36,NA,12.5,53.9,21.6,14.9,47,Female
138,7277,Cisticola woosnami,Trilling Cisticola,2.5,1.86,NA,13.5,54.5,21,13.9,45.2,Female
138,7278,Cisticola bulliens,Bubbling Cisticola,3,1.22,NA,NA,54.2,21.6,14.8,46,Female
138,7280,Cisticola chubbi,Chubb's Cisticola,2.5,1.69,NA,14.7,57.5,24.2,15,55.4,Female
138,7281,Cisticola hunteri,Hunter's Cisticola,2.5,1.73,NA,14.8,58.9,24.4,15,62.4,Female
138,7282,Cisticola nigriloris,Black-lored Cisticola,2.6,NA,NA,17.7,66.5,24.6,16.25,71.4,Female
138,7284,Cisticola aberrans,Lazy Cisticola,3,1.42,NA,13.7,50.8,19.8,14.2,50.2,Female
138,7285,Cisticola bodessa,Boran Cisticola,4,1.52,NA,14,54,NA,13,49,Female
138,7286,Cisticola chinianus,Rattling Cisticola,3.5,1.5,NA,12.2,51.9,21,14.3,48.1,Female
138,7287,Cisticola cinereolus,Ashy Cisticola,4,NA,NA,19,53.3,21,13.1,47.7,Female
138,7288,Cisticola ruficeps,Red-pate Cisticola,4,1.18,NA,NA,51.6,19.3,13.6,35.7,Female
138,7290,Cisticola dorsti,Dorst's Cisticola,NA,NA,NA,NA,NA,NA,NA,NA,Female
138,7291,Cisticola rufilatus,Grey Cisticola,3,1.4,NA,NA,55,19.5,13.4,53,Female
138,7292,Cisticola subruficapillus,Red-headed Cisticola,2.8,1.3,NA,9.3,49.9,17.6,12,49.5,Female
138,7293,Cisticola lais,Wailing Cisticola,3,1.41,NA,11.7,54.6,19.2,13.2,NA,Female
138,7296,Cisticola njombe,Churring Cisticola,2.78,1.42,NA,NA,53,19.7,13,48.2,Female
138,7297,Cisticola galactotes,Winding Cisticola,3.13,1.41,NA,18.5,56.7,22.2,16,47.8,Female
138,7298,Cisticola pipiens,Chirping Cisticola,3.5,1.4,NA,12.9,56.1,22.7,14.2,56.3,Female
138,7299,Cisticola carruthersi,Carruthers's Cisticola,3,NA,NA,12.1,55,21.2,15,53.2,Female
138,7300,Cisticola tinniens,Tinkling Cisticola,3.3,1.24,NA,NA,52,19.5,12.2,51.4,Female
138,7302,Cisticola robustus,Stout Cisticola,3,1.84,NA,15.1,59.4,22.9,14.6,47.2,Female
138,7303,Cisticola aberdare,Aberdare Cisticola,2,NA,NA,NA,63.1,23.3,15.4,53.5,Female
138,7304,Cisticola natalensis,Croaking Cisticola,2.5,1.85,NA,13,58.1,24.1,14.1,44,Female
138,7305,Cisticola fulvicapillus,Piping Cisticola,3.5,1.03,NA,7.9,46.9,17.5,11.3,37.9,Female
138,7306,Cisticola angusticauda,Tabora Cisticola,3.5,NA,NA,NA,45.4,16.5,9.9,47.4,Female
138,7307,Cisticola melanurus,Black-tailed Cisticola,NA,NA,NA,9.5,45.8,NA,10.8,41.8,Female
138,7308,Cisticola brachypterus,Siffling Cisticola,3,1.01,NA,7.8,44.2,18,12.1,36.2,Female
138,7309,Cisticola rufus,Rufous Cisticola,NA,1.13,NA,NA,44.7,17.7,12,33.5,Female
138,7310,Cisticola troglodytes,Foxy Cisticola,NA,NA,NA,NA,44.3,17.4,11.7,32.2,Female
138,7311,Cisticola nanus,Tiny Cisticola,3.8,0.96,NA,5,43.4,17,11.5,33.7,Female
138,7312,Cisticola incanus,Socotra Cisticola,NA,NA,NA,NA,48.4,21.1,11.6,NA,Female
138,7313,Cisticola juncidis,Zitting Cisticola,3.3,1.09,4,NA,48.1,18.6,12.4,39.8,Female
138,7314,Cisticola haesitatus,Island Cisticola,NA,NA,NA,NA,46,18,11,38,Female
138,7316,Cisticola aridulus,Desert Cisticola,4.5,0.98,NA,10.2,47.2,18.4,12,35.3,Female
138,7317,Cisticola textrix,Tink-tink Cisticola,NA,1.08,NA,9,48.3,19.5,11.1,NA,Female
138,7318,Cisticola eximius,Black-necked Cisticola,2.96,1.08,NA,NA,46.1,18,11.3,33.3,Female
138,7319,Cisticola dambo,Cloud-scraping Cisticola,2,1.15,NA,8.7,47.8,20,10.9,37.7,Female
138,7320,Cisticola brunnescens,Pectoral-patch Cisticola,3,1.3,NA,NA,49.9,19,12.3,29,Female
138,7321,Cisticola ayresii,Wing-snapping Cisticola,3,1.03,NA,NA,45.2,18.1,10.9,26.7,Female
138,7322,Cisticola exilis,Golden-headed Cisticola,NA,0.99,4,NA,NA,NA,NA,NA,Female
138,7323,Scotocerca inquieta,Streaked Scrub-Warbler,3.5,1.06,NA,NA,46.6,19.6,10.9,46,Female
138,7333,Prinia gracilis,Graceful Prinia,3.8,0.93,NA,7.7,43,18.2,12.3,54.6,Female
138,7338,Prinia subflava,Tawny-flanked Prinia,3.3,1.07,NA,8.3,49.3,NA,NA,54.2,Female
138,7339,Prinia somalica,Pale Prinia,4,0.98,NA,NA,49.1,18.8,12.1,58,Female
138,7341,Prinia fluviatilis,River Prinia,4,NA,NA,NA,NA,NA,NA,NA,Female
138,7342,Prinia flavicans,Black-chested Prinia,3.5,1.13,NA,8.2,51.8,NA,NA,NA,Female
138,7343,Prinia maculosa,Karoo Prinia,3.5,1.12,NA,8.7,50.5,20.5,12,61.8,Female
138,7344,Prinia molleri,Sao Tome Prinia,1.5,1.34,NA,9,51.5,22,12.6,66,Female
138,7345,Prinia leontica,Sierra Leone Prinia,NA,NA,NA,12.2,51.7,20.1,13.8,NA,Female
138,7346,Prinia leucopogon,White-chinned Prinia,NA,1.33,NA,NA,56,20.9,14.8,NA,Female
138,7347,Prinia bairdii,Banded Prinia,3,1.33,NA,11.5,54.4,21.1,15.4,62.2,Female
138,7349,Phragmacia substriata,Namaqua Warbler,3,NA,NA,10.1,52,20.3,11.7,62.2,Female
138,7350,Oreophilais robertsi,Briar Warbler,2.38,NA,NA,9.7,50.2,22.6,14.4,61.8,Female
138,7351,Heliolais erythroptera,Red-winged Warbler,2.43,NA,NA,NA,51.5,21,14.5,53.9,Female
138,7352,Malcorus pectoralis,Rufous-eared Warbler,3.82,NA,NA,9.6,49.4,20,11.6,67,Female
138,7353,Drymocichla incana,Red-winged Grey Warbler,NA,NA,NA,10,56.1,20.4,11.8,52.2,Female
138,7354,Urolais epichlora,Green Longtail,NA,NA,NA,10.5,48.7,21.4,11.4,59.4,Female
138,7355,Spiloptila clamans,Cricket Longtail,3.5,NA,NA,NA,45.3,17.5,9.4,49.3,Female
138,7356,Apalis pulchra,Black-collared Apalis,2,1.25,NA,7.7,53.3,21.3,14.7,53.4,Female
138,7357,Apalis ruwenzorii,Collared Apalis,2,NA,NA,9.7,49,19.2,14.8,40.6,Female
138,7358,Apalis thoracica,Bar-throated Apalis,3,1.34,NA,10,53.8,20.9,14.2,50.9,Female
138,7359,Apalis nigriceps,Black-capped Apalis,NA,NA,NA,8.3,46.2,16.3,11.1,39,Female
138,7360,Apalis jacksoni,Black-throated Apalis,2,NA,NA,8.5,50.8,17.6,11.9,48.5,Female
138,7361,Apalis chariessa,White-winged Apalis,2.5,1.05,NA,NA,50.5,16,11.5,60.5,Female
138,7362,Apalis binotata,Masked Apalis,1.5,1,NA,8.5,46,17.6,12.6,35,Female
138,7363,Apalis personata,Black-faced Apalis,NA,NA,NA,10.9,54.3,18.1,13,42.8,Female
138,7364,Apalis flavida,Yellow-breasted Apalis,2.5,0.86,NA,7.9,48.8,NA,13.5,44.7,Female
138,7366,Apalis ruddi,Rudd's Apalis,2,1.4,NA,9.5,NA,NA,NA,46.8,Female
138,7367,Apalis sharpii,Sharpe's Apalis,NA,NA,NA,8.3,47.5,16.9,12.9,42.6,Female
138,7368,Apalis rufogularis,Buff-throated Apalis,NA,NA,NA,NA,45.6,15.7,12.6,41.1,Female
138,7370,Apalis bamendae,Bamenda Apalis,NA,NA,NA,NA,50,17.25,13.75,36.5,Female
138,7371,Apalis goslingi,Gosling's Apalis,NA,NA,NA,NA,44.2,15.9,12.2,32.5,Female
138,7372,Apalis porphyrolaema,Chestnut-throated Apalis,NA,NA,NA,8,52,17.7,12.5,52.4,Female
138,7374,Apalis chapini,Chapin's Apalis,NA,NA,NA,NA,50.8,18,12.5,50.6,Female
138,7375,Apalis melanocephala,Black-headed Apalis,2.5,1.13,NA,8.4,47.5,17.6,14,49.5,Female
138,7376,Apalis chirindensis,Chirinda Apalis,NA,NA,NA,8.4,48,NA,13.7,49.6,Female
138,7377,Apalis cinerea,Grey Apalis,3,1,NA,NA,53,18.5,13.4,51.6,Female
138,7378,Apalis alticola,Brown-headed Apalis,NA,NA,NA,11.8,54.7,18.8,13.6,48.5,Female
138,7379,Apalis karamojae,Karamoja Apalis,NA,NA,NA,9,NA,NA,NA,NA,Female
138,7381,Hypergerus atriceps,Oriole Warbler,3,2.99,NA,NA,79.2,28.4,20.6,86.2,Female
138,7382,Eminia lepida,Grey-capped Warbler,2.5,1.77,NA,18.4,66.7,25.6,15.8,58,Female
138,7385,Camaroptera brachyura,Green-backed Camaroptera,2.74,1.13,NA,NA,49.8,19.5,12,32,Female
138,7386,Camaroptera superciliaris,Yellow-browed Camaroptera,3,NA,NA,8.3,46,17.3,11.9,25.8,Female
138,7387,Camaroptera chloronota,Olive-green Camaroptera,2,1.42,NA,9.8,49,18.9,11.2,18.6,Female
138,7388,Calamonastes simplex,Grey Wren-Warbler,3.5,NA,NA,NA,56.8,19.5,12.5,53.2,Female
138,7390,Calamonastes fasciolatus,Barred Wren-Warbler,2.64,NA,NA,NA,NA,NA,NA,47.3,Female
138,7391,Euryptila subcinnamomea,Kopje Warbler,2.5,1.9,NA,NA,52.7,18.8,12,56,Female
139,7392,Speirops melanocephalus,Cameroon Speirops,NA,NA,NA,NA,62.7,20.8,14.2,40.1,Female
139,7393,Speirops lugubris,Black-capped Speirops,2.5,NA,NA,NA,74.25,22.5,15.75,45.8,Female
139,7394,Speirops brunneus,Fernando Po Speirops,NA,NA,NA,NA,NA,NA,NA,NA,Female
139,7395,Speirops leucophoeus,Principe Speirops,2,NA,NA,NA,69.2,20,14.2,46.7,Female
139,7396,Zosterops senegalensis,African Yellow White-eye,2.8,1.08,NA,NA,54.9,15.1,11.3,35.5,Female
139,7397,Zosterops vaughani,Pemba White-eye,2,NA,NA,NA,51.8,15.6,13,34.5,Female
139,7399,Zosterops poliogaster,Broad-ringed White-eye,2.5,NA,NA,NA,60.8,18.3,12.9,46.4,Female
139,7400,Zosterops abyssinicus,White-breasted White-eye,3,NA,NA,NA,54.9,15.3,11,37.9,Female
139,7401,Zosterops pallidus,Pale White-eye,2,1.2,NA,11.8,62,17.8,13.5,46.5,Female
139,7404,Zosterops ficedulinus,Principe White-eye,4,NA,NA,NA,53.7,18,12.7,38.3,Female
139,7405,Zosterops griseovirescens,Annobon White-eye,2,1.68,NA,NA,60,21,15,49,Female
139,7434,Zosterops minor,Black-fronted White-eye,NA,NA,2,NA,NA,NA,NA,NA,Female
139,7441,Zosterops novaeguineae,New Guinea White-eye,NA,1.33,2,NA,NA,NA,NA,NA,Female
139,7454,Zosterops lateralis,Silvereye,NA,1.3,2,NA,NA,NA,NA,NA,Female
140,7499,Cettia annae,Palau Bush-Warbler,NA,2.25,NA,151.6,NA,NA,NA,NA,Female
140,7509,Cettia cetti,Cetti's Warbler,4.8,1.8,NA,13,54,19.4,13.7,51.3,Female
140,7510,Bradypterus baboecala,African Bush-Warbler,2.4,2,NA,NA,58.4,20.8,12.9,62.5,Female
140,7511,Bradypterus grandis,Ja River Scrub-Warbler,NA,NA,NA,NA,NA,NA,NA,NA,Female
140,7512,Bradypterus carpalis,White-winged Scrub-Warbler,NA,NA,NA,21.3,68.4,27.5,17.6,70,Female
140,7513,Bradypterus graueri,Grauer's Scrub-Warbler,NA,NA,NA,16.7,57.5,23.5,14.9,67.4,Female
140,7514,Bradypterus alfredi,Bamboo Scrub-Warbler,NA,NA,NA,NA,59,25,16.25,54.3,Female
140,7515,Bradypterus sylvaticus,Knysna Scrub-Warbler,2.5,NA,NA,NA,NA,NA,NA,NA,Female
140,7516,Bradypterus lopezi,Cameroon Scrub-Warbler,2.5,NA,NA,NA,57,NA,NA,56.6,Female
140,7518,Bradypterus barratti,African Scrub-Warbler,2,2.54,NA,NA,66.9,NA,NA,NA,Female
140,7519,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,2.5,2.55,NA,17,58,21.2,11.5,60.5,Female
140,7520,Bradypterus victorini,Victorin's Scrub-Warbler,2.5,2.5,NA,NA,NA,NA,NA,NA,Female
140,7531,Bathmocercus cerviniventris,Black-capped Rufous Warbler,NA,1.6,NA,NA,NA,NA,NA,NA,Female
140,7532,Bathmocercus rufus,Black-faced Rufous Warbler,2,NA,NA,14.3,54.3,25.1,13.1,49,Female
140,7533,Scepomycter winifredae,Mrs. Moreau's Warbler,NA,NA,NA,11,54.5,22,15,NA,Female
140,7540,Melocichla mentalis,Moustached Grass-Warbler,2,2.83,NA,NA,72.8,27.6,15.9,85.2,Female
140,7541,Achaetops pycnopygius,Damara Rock-jumper,NA,2.7,NA,29,65.9,24.1,16.1,NA,Female
140,7542,Sphenoeacus afer,Cape Grass-Warbler,2,2.95,NA,31.4,NA,NA,NA,98.5,Female
140,7543,Locustella lanceolata,Lanceolated Warbler,NA,1.6,NA,11.1,56.3,18.4,12.9,NA,Female
140,7544,Locustella naevia,Common Grasshopper-Warbler,NA,1.7,NA,11.7,54.1,NA,NA,53.7,Female
140,7545,Locustella certhiola,Pallas's Grasshopper-Warbler,NA,1.82,NA,14.5,64.3,22,15.8,NA,Female
140,7548,Locustella fluviatilis,Eurasian River Warbler,NA,2.36,NA,18.7,74.4,21.7,15.3,58,Female
140,7549,Locustella luscinioides,Savi's Warbler,4.5,2.08,NA,14.7,68.7,21.3,15.3,57.2,Female
140,7550,Locustella fasciolata,Gray's Grasshopper-Warbler,NA,3.1,NA,26.7,78.8,27.8,20.8,NA,Female
140,7551,Acrocephalus melanopogon,Moustached Warbler,4,1.6,NA,14,57.3,20.7,15,50.7,Female
140,7552,Acrocephalus paludicola,Aquatic Warbler,4.97,1.49,4,10.8,62.7,20.5,13.7,48,Female
140,7553,Acrocephalus schoenobaenus,Sedge Warbler,5,1.65,2,11.5,64.7,20.8,14.6,48.8,Female
140,7556,Acrocephalus agricola,Paddyfield Warbler,4.68,1.47,NA,10.9,57.5,21.6,14.6,50.8,Female
140,7558,Acrocephalus scirpaceus,Eurasian Reed-Warbler,4,1.75,4,11.8,66,22.8,16.9,51.7,Female
140,7559,Acrocephalus baeticatus,African Reed-Warbler,2.7,1.59,NA,NA,59.5,22.3,16.8,42.7,Female
140,7560,Acrocephalus dumetorum,Blyth's Reed-Warbler,5.2,1.68,NA,12.3,62.3,22.7,17.1,NA,Female
140,7561,Acrocephalus palustris,Marsh Warbler,4.41,1.85,3,11.4,68.1,22.4,15.9,53.3,Female
140,7562,Acrocephalus arundinaceus,Great Reed-Warbler,4,3.15,3,28.4,92.3,28.6,22.7,76.1,Female
140,7563,Acrocephalus stentoreus,Clamorous Reed-Warbler,4.5,2.9,3,26,77.5,27.3,25.3,75,Female
140,7564,Acrocephalus griseldis,Basra Reed-Warbler,NA,NA,NA,NA,81,24.8,22.3,62,Female
140,7578,Acrocephalus rufescens,Greater Swamp-Warbler,2.5,2.22,NA,NA,71.3,28.2,21.8,68.2,Female
140,7579,Acrocephalus brevipennis,Cape Verde Swamp-Warbler,2.5,NA,NA,NA,66.7,27,20.1,62,Female
140,7580,Acrocephalus gracilirostris,Lesser Swamp-Warbler,2.3,2.13,NA,NA,73.9,26.4,20.6,69.1,Female
140,7582,Acrocephalus aedon,Thick-billed Warbler,NA,3,NA,NA,78.8,27.9,19.7,80.4,Female
140,7585,Hippolais caligata,Booted Warbler,5,1.27,NA,10,59.2,20,13.4,45.2,Female
140,7586,Hippolais rama,Sykes's Warbler,NA,1.23,NA,8.1,60.2,20.5,15.6,NA,Female
140,7587,Hippolais pallida,Olivaceous Warbler,3.3,1.54,NA,10.4,64.7,20.8,17,52.9,Female
140,7588,Hippolais languida,Upcher's Warbler,4,1.79,NA,13,74.8,22,17.7,61.2,Female
140,7589,Hippolais olivetorum,Olive-tree Warbler,3.75,2.25,NA,NA,86.5,23.7,20.1,66.2,Female
140,7590,Hippolais polyglotta,Melodious Warbler,4,1.6,NA,NA,64,20.1,15.8,50.6,Female
140,7591,Hippolais icterina,Icterine Warbler,4.76,1.7,NA,13.2,78,20.6,16.5,54,Female
140,7592,Chloropeta natalensis,Yellow Flycatcher-Warbler,1.4,1.68,NA,10.6,60,21.2,15.5,55.9,Female
140,7593,Chloropeta similis,Mountain Flycatcher-Warbler,2,1.76,NA,11.3,57.6,22.3,15.6,54,Female
140,7594,Chloropeta gracilirostris,Thin-billed Flycatcher-Warbler,NA,NA,NA,NA,57,23.5,16,59,Female
140,7595,Stenostira scita,Fairy Warbler,2.3,1.02,NA,NA,49.75,19.35,11.65,50.3,Female
140,7596,Phyllolais pulchella,Buff-bellied Warbler,2.5,NA,NA,6,44.1,15.7,8.5,41,Female
140,7597,Orthotomus metopias,African Tailorbird,NA,NA,NA,8.4,47.4,22.3,14.8,NA,Female
140,7598,Orthotomus moreaui,Long-billed Tailorbird,NA,NA,NA,9,44,20.8,17.5,NA,Female
140,7612,Poliolais lopezi,White-tailed Warbler,1.5,NA,NA,12.2,49.1,22.6,12.6,27.3,Female
140,7613,Graueria vittata,Grauer's Warbler,NA,NA,NA,15.3,60.3,19.1,16.3,56.1,Female
140,7614,Eremomela icteropygialis,Yellow-bellied Eremomela,2.3,1.08,NA,7.8,59.8,NA,NA,33.6,Female
140,7615,Eremomela salvadorii,Salvadori's Eremomela,NA,NA,NA,NA,53.5,16.95,11.05,30,Female
140,7616,Eremomela flavicrissalis,Yellow-vented Eremomela,1.5,NA,NA,4.5,49,16.35,9.75,25,Female
140,7617,Eremomela pusilla,Senegal Eremomela,2,0.84,NA,NA,47.9,15.9,11.8,39.6,Female
140,7618,Eremomela canescens,Green-backed Eremomela,1.5,NA,NA,8,53.4,16.7,12.9,38.7,Female
140,7619,Eremomela scotops,Greencap Eremomela,NA,1.25,NA,9.2,56.5,19.1,13.5,46.4,Female
140,7620,Eremomela gregalis,Yellow-rumped Eremomela,3.5,NA,NA,NA,50.9,17.7,11.3,48.4,Female
140,7621,Eremomela badiceps,Rufous-crowned Eremomela,NA,NA,NA,10.9,54.6,17.9,13.4,38.5,Female
140,7622,Eremomela turneri,Turner's Eremomela,NA,NA,NA,9,45.25,16.3,NA,29.8,Female
140,7623,Eremomela atricollis,Black-necked Eremomela,2,0.96,NA,9.7,58.3,19.2,14.3,49.3,Female
140,7624,Eremomela usticollis,Burnt-neck Eremomela,2.6,0.99,NA,8.2,54.5,19.8,12.1,42.8,Female
140,7630,Sylvietta virens,Green Crombec,2,1.03,NA,7.9,47.6,17,11.7,16.9,Female
140,7631,Sylvietta denti,Lemon-bellied Crombec,1,1.2,NA,8.7,46.2,15.4,9.8,16.9,Female
140,7633,Sylvietta leucophrys,White-browed Crombec,2,1.1,NA,11,58.3,21.4,10.6,22.3,Female
140,7634,Sylvietta brachyura,Northern Crombec,2,1.15,NA,6.8,53.1,17,12.4,20.8,Female
140,7635,Sylvietta philippae,Short-billed Crombec,NA,NA,NA,7.9,52.1,16.4,11.3,24,Female
140,7636,Sylvietta ruficapilla,Red-capped Crombec,2,1.21,NA,11,65,20.1,13,65,Female
140,7637,Sylvietta whytii,Red-faced Crombec,2,1.47,NA,10.7,55.6,17.6,12.3,20,Female
140,7638,Sylvietta isabellina,Somali Crombec,2,1.28,NA,10,54.9,18.3,14.9,22.6,Female
140,7639,Sylvietta rufescens,Cape Crombec,1.91,1.64,NA,10.8,59.6,19.2,15.4,25.1,Female
140,7640,Hemitesia neumanni,Neumann's Warbler,NA,NA,NA,14.2,61,25,14,29,Female
140,7641,Macrosphenus kempi,Kemp's Longbill,NA,NA,NA,11.9,55.5,20,20.7,29.8,Female
140,7642,Macrosphenus flavicans,Yellow Longbill,NA,NA,NA,12.5,55.6,19.1,18.1,36.2,Female
140,7643,Macrosphenus concolor,Grey Longbill,NA,NA,NA,13.9,55.6,19,16.3,37.6,Female
140,7645,Macrosphenus kretschmeri,Kretschmer's Longbill,NA,NA,NA,17.5,63.9,21.6,18.3,61.3,Female
140,7646,Amaurocichla bocagii,Bocage's Longbill,NA,NA,NA,NA,64.5,24.5,16,35.5,Female
140,7647,Hylia prasina,Green Hylia,1,1.98,NA,10.5,57.4,18.8,12.9,40.5,Female
140,7650,Phylloscopus laetus,Red-faced Woodland-Warbler,2,1.57,NA,9.2,53.8,19.8,12.8,41.2,Female
140,7651,Phylloscopus laurae,Laura's Woodland-Warbler,NA,NA,NA,NA,56,NA,NA,NA,Female
140,7652,Phylloscopus ruficapillus,Yellow-throated Woodland-Warbler,3,1.35,NA,NA,54.4,20.6,12.8,42.2,Female
140,7653,Phylloscopus herberti,Black-capped Woodland-Warbler,NA,NA,NA,9,49.5,17.9,11.9,37.4,Female
140,7654,Phylloscopus budongoensis,Uganda Woodland-Warbler,3,NA,NA,NA,53.7,18.3,11.3,34.3,Female
140,7655,Phylloscopus umbrovirens,Brown Woodland-Warbler,2.5,1.26,NA,NA,57.1,20.7,12.8,45.3,Female
140,7656,Phylloscopus trochilus,Willow Warbler,6.23,1.2,3,8.8,62.7,18.8,11.5,48.1,Female
140,7657,Phylloscopus collybita,Common Chiffchaff,5.5,1.12,2,7.2,55.5,18.8,11,46.6,Female
140,7659,Phylloscopus neglectus,Plain Leaf-Warbler,NA,1.06,NA,NA,49.4,16.7,10.1,38.8,Female
