Family,Species_number,Species_name,English_name,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System
114,5177,Amytornis textilis,Thick-billed Grasswren,24,32,22.1,35,NA,NA,66.8,11,64.5,6,NA,NA,25.1,11,25.9,6,NA,NA,14.9,11,14.6,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2.79,NA
114,5178,Amytornis purnelli,Dusky Grasswren,22,13,20,11,NA,NA,63.5,30,61.6,23,NA,NA,24.9,25,24.2,20,NA,NA,15.6,27,15.4,20,NA,NA,80.6,26,78.2,21,NA,NA,2.5,NA,2
114,5179,Amytornis housei,Black Grasswren,30.2,8,27.7,9,NA,NA,74.6,5,72,5,NA,NA,26.7,5,24.3,5,NA,NA,17.7,5,17.8,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5183,Myzomela obscura,Dusky Myzomela,13.8,24,10.7,7,NA,NA,69.1,34,62.9,15,NA,NA,18.2,34,17.3,14,NA,NA,20.2,33,19.3,14,NA,NA,NA,NA,NA,NA,NA,NA,2,1.38,2
115,5190,Myzomela erythrocephala,Red-headed Myzomela,8,39,7.6,58,NA,NA,58.2,44,54.6,16,NA,NA,15.7,43,15.3,17,NA,NA,16.8,43,15.7,16,NA,NA,NA,NA,NA,NA,NA,NA,2,1.18,2
115,5194,Myzomela sanguinolenta,Scarlet Myzomela,7.9,17,7.7,5,NA,NA,58.3,29,54.5,23,NA,NA,14.3,28,14.2,21,NA,NA,14.5,28,14.4,22,NA,NA,NA,NA,NA,NA,NA,NA,2,1.15,2
115,5209,Myzomela rosenbergii,Red-collared Myzomela,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5210,Certhionyx pectoralis,Banded Honeyeater,10.3,10,9.8,5,NA,NA,66.6,28,62.5,13,NA,NA,15.4,27,15.2,13,NA,NA,16.6,23,15.8,12,NA,NA,44.2,28,41.3,13,NA,NA,2,1.13,2
115,5211,Certhionyx niger,Black Honeyeater,10,7,9.8,7,NA,NA,67.8,19,63.9,14,NA,NA,15.7,18,15.1,9,NA,NA,18.2,15,17.6,8,NA,NA,67.8,19,63.9,14,NA,NA,1.96,1.11,2
115,5212,Certhionyx variegatus,Pied Honeyeater,27.5,11,25.1,7,NA,NA,86.5,27,83.1,15,NA,NA,21.1,14,20.8,6,NA,NA,21.2,11,20.9,6,NA,NA,67.8,27,67.6,14,NA,NA,2.6,3.09,2
115,5213,Timeliopsis fulvigula,Olive Straightbill,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5215,Melilestes megarhynchus,Long-billed Honeyeater,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,2
115,5217,Glycichaera fallax,Green-backed Honeyeater,9.8,4,9,4,NA,NA,63,5,59,3,NA,NA,18.6,5,17.9,3,NA,NA,15.8,5,15.37,3,NA,NA,46.4,5,45.3,3,NA,NA,NA,NA,2
115,5221,Lichmera indistincta,Brown Honeyeater,10.9,25,9,9,NA,NA,67.7,83,62.4,24,NA,NA,17.6,38,16.5,6,NA,NA,18.8,34,17.8,6,NA,NA,55.1,16,50.7,10,NA,NA,1.96,NA,NA
115,5229,Trichodere cockerelli,White-streaked Honeyeater,16.9,7,12.7,3,NA,NA,77,26,66.2,5,NA,NA,18.9,27,17.3,5,NA,NA,22.6,27,19.2,4,NA,NA,64.2,27,55.4,5,NA,NA,2,NA,2
115,5230,Meliphaga montana,Forest Honeyeater,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5235,Meliphaga analoga,Mimic Honeyeater,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,2
115,5237,Meliphaga gracilis,Graceful Honeyeater,15.1,11,14.1,4,NA,NA,74.3,28,68.6,10,NA,NA,19.5,21,19.5,6,NA,NA,21.4,28,20.6,10,NA,NA,65.2,5,58.4,5,NA,NA,2,2.13,2
115,5238,Meliphaga notata,Yellow-spotted Honeyeater,26.9,14,23.4,14,NA,NA,86.5,17,79.3,10,NA,NA,24.1,16,23.1,7,NA,NA,23.5,17,21.8,9,NA,NA,70.9,12,68.8,13,NA,NA,2.04,3.18,2
115,5240,Meliphaga lewinii,Lewin's Honeyeater,40.2,26,33.9,19,NA,NA,102.1,32,94,22,NA,NA,25.5,31,24.3,22,NA,NA,23.7,31,21.9,21,NA,NA,92,32,86.7,22,NA,NA,2.15,4.22,2
115,5241,Meliphaga albilineata,White-lined Honeyeater,25.4,15,22.1,6,NA,NA,89.4,11,83.2,6,NA,NA,21.9,11,20.3,6,NA,NA,23,11,21.5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5247,Lichenostomus frenatus,Bridled Honeyeater,36.9,7,30.4,9,NA,NA,105.8,21,98.9,15,NA,NA,24.8,21,24.5,15,NA,NA,27,20,25.5,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5248,Lichenostomus hindwoodi,Eungella Honeyeater,24.5,7,21.4,11,NA,NA,91.7,7,83.7,10,NA,NA,21.6,7,21,10,NA,NA,22.8,7,20.8,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5249,Lichenostomus chrysops,Yellow-faced Honeyeater,17.6,30,16.6,10,NA,NA,80.3,35,75.4,16,NA,NA,19,35,18.8,16,NA,NA,16.8,35,16.2,16,NA,NA,73.5,61,69.6,61,NA,NA,2.35,2.38,2
115,5250,Lichenostomus versicolor,Varied Honeyeater,35.5,1,32.8,2,NA,NA,103.5,12,97.9,8,NA,NA,27,10,25,6,NA,NA,25.3,10,24.3,6,NA,NA,91.2,12,86.7,8,NA,NA,2,NA,NA
115,5251,Lichenostomus fasciogularis,Mangrove Honeyeater,28.5,10,25.2,8,NA,NA,92.2,24,87.2,12,NA,NA,24.4,17,24.4,8,NA,NA,21.6,17,21.4,9,NA,NA,84.6,24,82.7,12,NA,NA,2,NA,NA
115,5252,Lichenostomus virescens,Singing Honeyeater,28.2,11,24.9,12,NA,NA,93.5,15,87,17,NA,NA,24.8,15,23.8,17,NA,NA,20.7,15,19.8,17,NA,NA,88.1,40,83.6,22,NA,NA,2.29,NA,2
115,5253,Lichenostomus flavus,Yellow Honeyeater,23.4,22,21.4,15,NA,NA,86.7,31,80.4,17,NA,NA,21.9,31,21,17,NA,NA,20.6,27,19.8,16,NA,NA,NA,NA,NA,NA,NA,NA,1.82,2.995,2
115,5254,Lichenostomus unicolor,White-gaped Honeyeater,32.4,26,29.1,18,NA,NA,98.8,17,91.2,26,NA,NA,24.7,17,23.8,26,NA,NA,24.5,17,23.1,25,NA,NA,86.6,17,78.8,25,NA,NA,2,NA,2
115,5255,Lichenostomus leucotis,White-eared Honeyeater,26.2,30,19.9,10,NA,NA,95.2,20,84.4,24,NA,NA,20.9,20,20,24,NA,NA,18.8,18,17.2,21,NA,NA,95.2,20,84.4,24,NA,NA,2.09,NA,2
115,5256,Lichenostomus flavicollis,Yellow-throated Honeyeater,33.1,22,27.6,11,NA,NA,103.3,23,97.9,20,NA,NA,24.8,24,23.9,20,NA,NA,20.6,23,19.5,20,NA,NA,102.2,24,96,20,NA,NA,2.4,NA,4
115,5257,Lichenostomus melanops,Yellow-tufted Honeyeater,34.1,62,30.6,50,NA,NA,98,21,93,15,NA,NA,28.9,36,28.1,34,NA,NA,21,17,20.1,13,NA,NA,89.9,23,85.2,11,NA,NA,2,NA,2
115,5258,Lichenostomus cratitius,Purple-gaped Honeyeater,21.9,20,18.9,17,NA,NA,83.4,25,78.6,25,NA,NA,20.8,25,19.9,25,NA,NA,19,24,17.8,24,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
115,5259,Lichenostomus keartlandi,Grey-headed Honeyeater,15.7,14,14.8,9,NA,NA,76.8,34,72.8,30,NA,NA,18.5,34,18.1,31,NA,NA,16.8,34,16.2,30,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5260,Lichenostomus flavescens,Yellow-tinted Honeyeater,12.9,43,12,20,NA,NA,73.2,45,68.3,26,NA,NA,16.5,45,15.9,25,NA,NA,15.8,45,14.9,25,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,2
115,5261,Lichenostomus fuscus,Fuscous Honeyeater,19.3,29,16.2,59,NA,NA,82.6,52,78.4,33,NA,NA,18.1,50,17.7,33,NA,NA,15.6,51,15.4,31,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,2
115,5262,Lichenostomus plumulus,Grey-fronted Honeyeater,15.8,18,14.5,8,NA,NA,77,26,74.1,14,NA,NA,18.4,26,17.4,14,NA,NA,16.4,26,15.8,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
115,5263,Lichenostomus ornatus,Yellow-plumed Honeyeater,18.4,29,16.9,21,NA,NA,83.6,40,79.8,24,NA,NA,18.6,38,18.4,23,NA,NA,15.8,39,15.1,23,NA,NA,75.2,31,71.8,27,NA,NA,2.09,NA,2
115,5264,Lichenostomus penicillatus,White-plumed Honeyeater,20.6,67,18.2,93,NA,NA,84.1,35,79.6,32,NA,NA,19.5,34,19.3,31,NA,NA,16.5,34,15.8,31,NA,NA,NA,NA,NA,NA,NA,NA,2.31,2.45,2
115,5265,Xanthotis flaviventer,Tawny-breasted Honeyeater,39,8,32.4,5,NA,NA,98.9,23,94,13,NA,NA,26.6,22,25.1,12,NA,NA,28.6,22,27.1,13,NA,NA,78.1,23,75.5,13,NA,NA,2,NA,2
115,5266,Xanthotis polygramma,Spotted Honeyeater,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5267,Xanthotis macleayana,Macleay Honeyeater,33.1,6,28,4,NA,NA,89.9,24,86.2,12,NA,NA,26.2,24,25.1,12,NA,NA,27.2,21,25.9,11,NA,NA,74.8,24,71.9,12,NA,NA,2,NA,2
115,5271,Melithreptus lunatus,White-naped Honeyeater,14,23,13.4,5,NA,NA,78.1,19,73.8,12,NA,NA,18.2,19,17.5,12,NA,NA,15.1,19,14.1,11,NA,NA,61.9,19,57.8,12,NA,NA,2.67,1.9,2
115,5272,Melithreptus affinis,Black-headed Honeyeater,15.7,9,15.1,11,NA,NA,78.7,21,76.1,17,NA,NA,19.2,18,19.1,16,NA,NA,14.3,19,13.8,15,NA,NA,62.2,21,60.1,17,NA,NA,3,2.07,2
115,5273,Melithreptus albogularis,White-throated Honeyeater,11.6,14,10.5,9,NA,NA,72.4,22,66.8,20,NA,NA,16.2,6,15.6,11,NA,NA,15.1,15,13.6,14,NA,NA,53.3,13,49.2,17,NA,NA,2,1.77,2
115,5275,Melithreptus gularis,Black-chinned Honeyeater,18.2,11,18.9,11,NA,NA,84.6,21,84,22,NA,NA,20,9,20.4,10,NA,NA,17.2,8,16.6,10,NA,NA,67.5,20,67.3,14,NA,NA,2.5,2.59,NA
115,5276,Melithreptus validirostris,Strong-billed Honeyeater,26.4,27,23.3,24,NA,NA,85.1,16,80.9,11,NA,NA,21.7,14,20.7,11,NA,NA,21.1,14,19.6,11,NA,NA,68.6,16,65.9,11,NA,NA,3,3.01,2
115,5277,Melithreptus brevirostris,Brown-headed Honeyeater,12.5,16,13.3,11,NA,NA,69.1,23,67.4,27,NA,NA,16.6,8,17.2,8,NA,NA,14,13,13.8,16,NA,NA,57.4,9,58,2,NA,NA,3,1.51,2
115,5278,Notiomystis cincta,Stitchbird,40.2,5,30.3,7,NA,NA,103,18,93.2,9,NA,NA,28.2,15,28,6,NA,NA,21.5,20,20.4,9,NA,NA,78.2,6,68.5,7,NA,NA,4,3.1,2
115,5280,Pycnopygius cinereus,Marbled Honeyeater,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2
115,5283,Philemon meyeri,Meyer's Friarbird,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,2
115,5287,Philemon citreogularis,Little Friarbird,62.6,19,58.6,18,NA,NA,132.4,24,128.5,13,NA,NA,27.4,24,26,13,NA,NA,32.5,24,31.6,13,NA,NA,109,20,105.4,11,NA,NA,2.42,5.22,2
115,5291,Philemon buceroides,Helmeted Friarbird,101.2,13,90.7,10,NA,NA,141.7,12,134.6,8,NA,NA,35.1,12,32.9,8,NA,NA,41.1,12,38.2,8,NA,NA,127.5,20,124.5,13,NA,NA,3.69,10.92,2
115,5296,Philemon argenticeps,Silver-crowned Friarbird,85.4,20,75.6,17,NA,NA,139.8,22,133.1,13,NA,NA,29.3,22,29.2,12,NA,NA,37.5,22,35.8,13,NA,NA,114.8,22,108.5,13,NA,NA,2,6.91,2
115,5297,Philemon corniculatus,Noisy Friarbird,105.8,23,95.7,7,NA,NA,154.2,31,148.2,13,NA,NA,31.9,31,30.6,14,NA,NA,36.4,27,34.8,14,NA,NA,119.8,5,117.5,4,NA,NA,3.08,8.55,2
115,5303,Ptiloprora guisei,Rufous-backed Honeyeater,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,2
115,5309,Melidectes ochromelas,Cinnamon-browed Melidectes,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,2
115,5311,Melidectes belfordi,Belford's Melidectes,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5314,Melidectes torquatus,Ornate Melidectes,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
115,5317,Melipotes fumigatus,Smoky Honeyeater,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2
115,5329,Phylidonyris pyrrhoptera,Crescent Honeyeater,18.2,119,14.6,51,NA,NA,76.1,18,68.4,11,NA,NA,20.2,17,19.7,11,NA,NA,20.7,18,19.4,11,NA,NA,71,36,61,40,NA,NA,2.52,2,2
115,5330,Phylidonyris novaehollandiae,New Holland Honeyeater,20.2,16,18.5,13,NA,NA,77.3,26,73.6,17,NA,NA,22.5,25,21.6,17,NA,NA,23.3,22,22.1,17,NA,NA,81.1,18,73.8,6,NA,NA,2.5,2.56,2
115,5331,Phylidonyris nigra,White-cheeked Honeyeater,20.5,15,17.8,8,NA,NA,75.8,27,70.7,16,NA,NA,21.2,26,20.6,16,NA,NA,24.1,25,22.7,15,NA,NA,71,27,66.9,16,NA,NA,2.04,2.3,2
115,5332,Phylidonyris albifrons,White-fronted Honeyeater,18.5,18,15.7,11,NA,NA,81.6,30,76.2,27,NA,NA,21.1,28,19.7,25,NA,NA,21.6,26,20.1,22,NA,NA,75.7,30,70.4,27,NA,NA,2.04,2.31,2
115,5335,Phylidonyris melanops,Tawny-crowned Honeyeater,19.3,15,17.2,15,NA,NA,80.6,29,76.6,19,NA,NA,22.4,19,21.4,12,NA,NA,22.9,19,20.8,11,NA,NA,68.9,27,66.9,20,NA,NA,2,2.64,2
115,5336,Ramsayornis modestus,Brown-backed Honeyeater,12.6,9,8.5,1,NA,NA,65.6,11,64.5,6,NA,NA,16,11,16.1,6,NA,NA,17.1,10,16.5,6,NA,NA,43.5,11,41.8,6,NA,NA,2.09,1.69,NA
115,5337,Ramsayornis fasciatus,Bar-breasted Honeyeater,13.2,18,12.3,12,NA,NA,70.9,16,67.5,13,NA,NA,17.3,15,16.9,13,NA,NA,17.7,15,17,12,NA,NA,49.7,16,49.1,13,NA,NA,2.05,1.89,NA
115,5338,Plectorhyncha lanceolata,Striped Honeyeater,42.4,9,38.8,11,NA,NA,114,10,109.5,13,NA,NA,27.3,10,26.4,13,NA,NA,22.1,9,20.9,13,NA,NA,99.3,10,97.6,12,NA,NA,3.04,3.62,NA
115,5339,Conopophila albogularis,Rufous-banded Honeyeater,11.9,21,11.1,15,NA,NA,64.6,22,62.5,13,NA,NA,17.6,22,17.3,13,NA,NA,14.7,22,14.5,12,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.59,2
115,5340,Conopophila rufogularis,Rufous-throated Honeyeater,11,30,10.6,21,NA,NA,71.3,32,67.8,22,NA,NA,16.9,35,16.9,21,NA,NA,13.8,34,14,21,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.56,2
115,5341,Conopophila whitei,Grey Honeyeater,9.6,9,10.2,4,NA,NA,62.4,12,61.9,10,NA,NA,15.7,12,15.8,10,NA,NA,11.3,12,11.6,10,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4,NA
115,5342,Grantiella picta,Painted Honeyeater,22.8,3,18,1,NA,NA,89.4,12,84.3,11,NA,NA,17.8,8,17.7,6,NA,NA,16.9,8,16.1,7,NA,NA,54.5,12,51.2,11,NA,NA,2,2.18,2
115,5343,Xanthomyza phrygia,Regent Honeyeater,43.7,8,36.6,7,NA,NA,115.2,8,105.7,7,NA,NA,22.9,19,22,18,NA,NA,22.8,20,21.1,18,NA,NA,96.7,8,91.4,7,NA,NA,2.2,3.93,2
115,5344,Acanthorhynchus tenuirostris,Eastern Spinebill,10.6,77,9,80,NA,NA,63.8,16,58,13,NA,NA,19.9,16,18.6,13,NA,NA,24.9,15,22.5,11,NA,NA,62.1,166,54.9,94,NA,NA,2.2,1.72,2
115,5345,Acanthorhynchus superciliosus,Western Spinebill,10.5,155,9,86,NA,NA,62.2,150,57.8,85,NA,NA,20,26,19.1,8,NA,NA,24.6,24,22.5,7,NA,NA,58.3,101,53.3,59,NA,NA,1.56,1.73,2
115,5346,Entomyzon cyanotis,Blue-faced Honeyeater,114,16,97.2,15,NA,NA,155,16,147.3,14,NA,NA,34.8,9,33.7,9,NA,NA,37.4,15,34,13,NA,NA,133.1,16,125.1,14,NA,NA,2.56,7.9,2
115,5347,Manorina melanophrys,Bell Miner,32.3,17,28.6,16,NA,NA,96.7,21,90.9,23,NA,NA,22.5,19,22.6,11,NA,NA,17.8,19,17,22,NA,NA,94,98,98.7,108,NA,NA,2,3.15,2
115,5348,Manorina melanocephala,Noisy Miner,63.4,34,57.2,19,NA,NA,137.6,47,130.1,35,NA,NA,29.7,44,29.4,26,NA,NA,24.6,47,23.6,33,NA,NA,120.2,45,115.3,34,NA,NA,2.9,5.35,2
115,5349,Manorina flavigula,Yellow-throated Miner,55.2,17,49.7,17,NA,NA,125.3,38,118.6,45,NA,NA,26.2,38,25.2,45,NA,NA,25.2,38,24.2,44,NA,NA,111.2,27,110.2,14,NA,NA,3.05,4.87,2
115,5350,Anthornis melanura,New Zealand Bellbird,30.7,202,23.6,94,NA,NA,86.1,200,76.4,94,NA,NA,26.1,127,24.4,49,NA,NA,20.8,29,19.2,19,NA,NA,81.5,38,68.4,23,NA,NA,3.11,3.28,2
115,5351,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,47.1,4,41.4,5,NA,NA,113.1,25,107.5,21,NA,NA,26.2,10,25.7,5,NA,NA,26.8,8,25.5,10,NA,NA,113.4,25,106.4,21,NA,NA,2.2,5.45,2
115,5352,Anthochaera lunulata,Little Wattlebird,71.2,10,53.7,4,NA,NA,128.9,19,116.1,9,NA,NA,28.7,8,27.7,5,NA,NA,34.4,6,33.3,4,NA,NA,145.1,20,125.3,9,NA,NA,1,NA,NA
115,5353,Anthochaera chrysoptera,Brush Wattlebird,77,26,59.7,14,NA,NA,125.5,22,117.5,22,NA,NA,29.4,18,27.6,19,NA,NA,31,17,28.7,16,NA,NA,140.9,23,131.9,22,NA,NA,2,5.52,2
115,5354,Anthochaera carunculata,Red Wattlebird,114.1,12,98.7,6,NA,NA,152,19,145.4,8,NA,NA,34.5,8,33.8,2,NA,NA,33.9,8,30.8,2,NA,NA,163,17,151.9,8,NA,NA,2,7.69,2
115,5355,Anthochaera paradoxa,Yellow Wattlebird,168.5,18,123.3,12,NA,NA,183.2,25,164.3,17,NA,NA,40.7,13,38.4,12,NA,NA,34.4,12,32,12,NA,NA,261,29,247,14,NA,NA,2.5,9.8,2
115,5356,Prosthemadera novaeseelandiae,Tui,124.9,75,89.6,46,NA,NA,152.2,78,133.2,46,NA,NA,40.7,58,37,29,NA,NA,33.5,53,30.1,27,NA,NA,122.3,61,108.8,32,NA,NA,3,7.31,2
115,5357,Epthianura tricolor,Crimson Chat,10.8,14,10.6,7,NA,NA,67.1,47,65.6,32,NA,NA,17.8,47,17.5,32,NA,NA,13.8,45,13.8,32,NA,NA,NA,NA,NA,NA,NA,NA,2.83,1.4,2
115,5358,Epthianura aurifrons,Orange Chat,10.6,18,10.3,11,NA,NA,63.1,34,61.5,34,NA,NA,17.5,33,17.2,32,NA,NA,12.6,27,12.7,30,NA,NA,NA,NA,NA,NA,NA,NA,2.88,1.56,2
115,5359,Epthianura crocea,Yellow Chat,9.3,33,9.1,10,NA,NA,59.5,19,57.3,8,NA,NA,17.2,19,17,8,NA,NA,13.4,19,13.2,8,NA,NA,35,6,35.3,4,NA,NA,3,1.13,2
115,5360,Epthianura albifrons,White-fronted Chat,13.3,255,13.2,138,NA,NA,69.2,29,67.6,26,NA,NA,17.2,29,17.2,26,NA,NA,12,28,12.4,26,NA,NA,NA,NA,NA,NA,NA,NA,3,1.65,2
115,5361,Ashbyia lovensis,Gibberbird,17.9,11,17.1,10,NA,NA,74.3,30,71.4,20,NA,NA,19.8,30,19.6,20,NA,NA,13.7,29,13.5,18,NA,NA,NA,NA,NA,NA,NA,NA,3,2.38,NA
116,5362,Pardalotus punctatus,Spotted Pardalote,8.6,35,8.9,21,NA,NA,57.4,48,57,27,NA,NA,16.9,44,16.9,27,NA,NA,7.6,46,7.9,27,NA,NA,29.7,6,29.7,10,NA,NA,4,1.43,2
116,5363,Pardalotus punctatus xanthopygus,Yellow-rumped pardalote,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.41,2
116,5363,Pardalotus quadragintus,Forty-spotted Pardalote,11,5,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2
116,5364,Pardalotus rubricatus,Red-browed Pardalote,10.9,21,10.8,14,NA,NA,63.4,50,62.5,35,NA,NA,18.3,50,18.5,36,NA,NA,10,50,9.7,33,NA,NA,32.4,50,31.8,34,NA,NA,3.5,1.96,2
116,5365,Pardalotus striatus,Striated Pardalote,11.9,25,12,9,NA,NA,65.1,20,63.6,14,NA,NA,18.7,20,17.8,14,NA,NA,8.9,19,8.6,14,NA,NA,34.8,30,34.5,18,NA,NA,4,1.9,2
116,5366,Dasyornis longirostris,Western Bristlebird,NA,NA,NA,NA,33.7,4,68.3,6,68.2,5,NA,NA,22.2,5,22.9,5,NA,NA,16.7,6,16.4,5,NA,NA,88.5,6,90.8,4,NA,NA,2,3.95,2
116,5367,Dasyornis brachypterus,Eastern Bristlebird,40.5,2,40.2,3,NA,NA,76,12,72.3,14,NA,NA,25.7,12,25.6,14,NA,NA,18.2,11,17.7,14,NA,NA,108.6,17,97.4,14,NA,NA,2.5,5.1,2
116,5368,Dasyornis broadbenti,Rufous Bristlebird,70.7,6,66,9,NA,NA,93,12,89.3,12,NA,NA,39.9,6,38.6,9,NA,NA,21.7,12,21.7,10,NA,NA,127.5,6,122.8,9,NA,NA,2,6.65,2
116,5369,Pycnoptilus floccosus,Pilotbird,30.8,6,32.4,4,NA,NA,74,6,69.3,4,NA,NA,31.1,6,29.9,4,NA,NA,16.8,6,16.1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5.15,2
116,5370,Origma solitaria,Origma,14.7,15,14,10,NA,NA,64.5,23,63.6,22,NA,NA,22.8,23,22.7,22,NA,NA,15.6,21,15.4,20,NA,NA,56.8,23,56.3,22,NA,NA,3,2.57,NA
116,5371,Oreoscopus gutturalis,Fernwren,18.6,5,14.6,5,NA,NA,65.7,9,63.2,6,NA,NA,22.6,9,21.8,6,NA,NA,19,10,18.5,6,NA,NA,47.7,9,46.7,6,NA,NA,2,3.25,NA
116,5372,Crateroscelis murina,Rusty Mouse-warbler,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
116,5373,Crateroscelis nigrorufa,Bicolored Mouse-warbler,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
116,5374,Crateroscelis robusta,Mountain Mouse-warbler,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
116,5375,Sericornis citreogularis,Yellow-throated Scrubwren,16.9,30,15.9,26,NA,NA,67.2,25,65.3,13,NA,NA,27.9,25,27.2,13,NA,NA,14.9,24,14.9,13,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.88,2
116,5376,Sericornis frontalis,White-browed Scrubwren,13.3,25,12.6,20,NA,NA,57,32,55.1,30,NA,NA,21.8,32,21.3,30,NA,NA,14.3,32,14,29,NA,NA,47.8,12,45.4,13,NA,NA,3,2.45,2
116,5377,Sericornis humilis,Brown Scrubwren,19.6,12,17,10,NA,NA,61.4,24,57.8,15,NA,NA,25,24,23.9,15,NA,NA,15.8,23,15.3,14,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.4,NA
116,5378,Sericornis keri,Atherton Scrubwren,12,9,10.8,11,NA,NA,59.6,8,56.1,12,NA,NA,23,8,21.6,12,NA,NA,14.6,8,14.7,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
116,5379,Sericornis beccarii,Beccari's Scrubwren,11.4,8,11,5,NA,NA,57.8,12,54.5,8,NA,NA,21.5,10,20.3,7,NA,NA,15.4,8,14.4,4,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.79,2
